year,rcp,had,had_025,had_975,cw,cw_1sigma,giss,trf,volc,solar,anthro,ghg,co2ch4n2o,fgassum,mhalosum,aerosols,other,soi,amo,had_full,cw_full,giss_full,volc_mean,soi_mean,amo_mean
1897,rcp60,0.0922666666666667,-0.0487333333333333,0.228266666666667,0.0742666666666667,0.048,0.0932666666666667,0.227849966,-0.064683906,-0.01924125,0.24709122,0.45286711,0.45243811,0,0.000429,-0.08726204,-0.118513849,-1.025,0.109333333333333,0.0922666666666667,0.0742666666666667,0.0932666666666667,-0.064683906,-1.025,0.109333333333333
1898,rcp60,-0.112733333333333,-0.250733333333333,0.0232666666666667,-0.152733333333333,0.048,-0.0767333333333333,0.220913445,0.037785885,-0.029859375,0.25077282,0.45797425,0.4575262,0,0.000448045,-0.08583238,-0.121369043,0.925,0.0736666666666667,-0.112733333333333,-0.152733333333333,-0.0767333333333333,0.037785885,0.925,0.0736666666666667
1899,rcp60,0.0122666666666667,-0.125733333333333,0.147266666666667,0.0032666666666667,0.047,0.0432666666666667,0.21745341,0.15053693,-0.036728125,0.25418154,0.46448618,0.46401825,0,0.000467935,-0.08578526,-0.124519384,0.333333333333333,0.126916666666667,0.0122666666666667,0.0032666666666667,0.0432666666666667,0.15053693,0.333333333333333,0.126916666666667
1900,rcp60,0.103266666666667,-0.0387333333333333,0.239266666666667,0.117266666666667,0.046,0.113266666666667,0.21281463,0.20194318,-0.045101875,0.25791651,0.47166844,0.47117444,5.2650461e-06,0.000488735,-0.086680533,-0.127071393,-1.23333333333333,0.0965833333333333,0.103266666666667,0.117266666666667,0.113266666666667,0.20194318,-1.23333333333333,0.0965833333333333
1901,rcp60,0.0382666666666667,-0.105733333333333,0.178266666666667,0.0712666666666667,0.048,0.0632666666666667,0.20682824,0.19166193,-0.05291125,0.25973949,0.47978018,0.47925899,1.08072e-05,0.00051038,-0.085594534,-0.134446152,-0.0416666666666667,0.0878333333333333,0.0382666666666667,0.0712666666666667,0.0632666666666667,0.19166193,-0.0416666666666667,0.0878333333333333
1902,rcp60,-0.103733333333333,-0.238733333333333,0.0282666666666667,-0.0917333333333333,0.047,-0.0667333333333333,0.215273054,-0.25694328,-0.046388125,0.26166118,0.48859495,0.48805122,1.1376e-05,0.00053235,-0.085732068,-0.141201702,1.61907524424502e-17,-0.102166666666667,-0.103733333333333,-0.0917333333333333,-0.0667333333333333,-0.25694328,1.61907524424502e-17,-0.102166666666667
1903,rcp60,-0.181733333333333,-0.318733333333333,-0.0497333333333333,-0.169733333333333,0.046,-0.146733333333333,0.24768873,-0.65105786,-0.01581125,0.26349998,0.4975297,0.49696353,1.1974737e-05,0.00055419,-0.088861387,-0.145168322,0.6,-0.19325,-0.181733333333333,-0.169733333333333,-0.146733333333333,-0.65105786,0.6,-0.19325
1904,rcp60,-0.222733333333333,-0.357733333333333,-0.0887333333333333,-0.219733333333333,0.046,-0.236733333333333,0.274627355,-0.3563287,0.00875,0.26587735,0.50703385,0.50644528,1.2604986e-05,0.000575965,-0.090906547,-0.15024995,0.591666666666667,-0.348,-0.222733333333333,-0.219733333333333,-0.236733333333333,-0.3563287,0.591666666666667,-0.348
1905,rcp60,-0.0787333333333333,-0.210733333333333,0.0512666666666667,-0.0487333333333333,0.046,-0.0767333333333333,0.2829350012,0.0021442188,0.012630625,0.27030438,0.51742248,0.51681148,1.3268406e-05,0.00059774,-0.092681936,-0.154436168,-3.30833333333333,-0.202833333333333,-0.0787333333333333,-0.0487333333333333,-0.0767333333333333,0.0021442188,-3.30833333333333,-0.202833333333333
1906,rcp60,0.0152666666666667,-0.116733333333333,0.146266666666667,0.0372666666666667,0.045,-0.0167333333333333,0.2895572,0.1001588,0.016485,0.27307219,0.52824419,0.52760979,1.3966743e-05,0.000620425,-0.094408059,-0.160763929,0.35,-0.0735,0.0152666666666667,0.0372666666666667,-0.0167333333333333,0.1001588,0.35,-0.0735
1907,rcp60,-0.166733333333333,-0.296733333333333,-0.0407333333333333,-0.129733333333333,0.044,-0.196733333333333,0.293330591,0.076169219,0.017793125,0.27553747,0.53869051,0.53802633,1.4701835e-05,0.00064948,-0.096580376,-0.166572675,-0.291666666666667,-0.227166666666667,-0.166733333333333,-0.129733333333333,-0.196733333333333,0.076169219,-0.291666666666667,-0.227166666666667
1908,rcp60,-0.212733333333333,-0.340733333333333,-0.0897333333333333,-0.161733333333333,0.044,-0.226733333333333,0.298821448,0.087821302,0.013584375,0.28523707,0.54889277,0.54819324,1.5475616e-05,0.00068406,-0.096331318,-0.167324385,0.45,-0.13,-0.212733333333333,-0.161733333333333,-0.226733333333333,0.087821302,0.45,-0.13
1909,rcp60,-0.226733333333333,-0.352733333333333,-0.103733333333333,-0.214733333333333,0.044,-0.266733333333333,0.29861596,0.15396401,0.00092312501,0.29769283,0.55920947,0.55847454,1.6290122e-05,0.00071864,-0.095365952,-0.166150687,0.358333333333333,-0.137083333333333,-0.226733333333333,-0.214733333333333,-0.266733333333333,0.15396401,0.358333333333333,-0.137083333333333
1910,rcp60,-0.190733333333333,-0.315733333333333,-0.0677333333333333,-0.193733333333333,0.043,-0.216733333333333,0.28514719,0.18892026,-0.019236875,0.30438406,0.56937905,0.56860868,1.7147497e-05,0.00075322,-0.097318513,-0.167676484,2.01666666666667,-0.2475,-0.190733333333333,-0.193733333333333,-0.216733333333333,0.18892026,2.01666666666667,-0.2475
1911,rcp60,-0.243733333333333,-0.367733333333333,-0.123733333333333,-0.212733333333333,0.042,-0.236733333333333,0.27993548,0.19508901,-0.034409375,0.31434485,0.5789566,0.57815082,1.8049997e-05,0.000787735,-0.098711063,-0.165900685,-0.991666666666667,-0.213333333333333,-0.243733333333333,-0.212733333333333,-0.236733333333333,0.19508901,-0.991666666666667,-0.213333333333333
1912,rcp60,-0.136733333333333,-0.259733333333333,-0.0197333333333333,-0.136733333333333,0.042,-0.146733333333333,0.286449065,-0.048576615,-0.04139625,0.32784531,0.58828938,0.58744677,1.8999997e-05,0.000823615,-0.099690011,-0.160754064,-1.63333333333333,-0.22775,-0.136733333333333,-0.136733333333333,-0.146733333333333,-0.048576615,-1.63333333333333,-0.22775
1913,rcp60,-0.124733333333333,-0.248733333333333,-0.00573333333333331,-0.103733333333333,0.041,-0.136733333333333,0.29942194,-0.15652974,-0.03905125,0.33847319,0.59788188,0.5969873,1.9999996e-05,0.00087458,-0.10175676,-0.157651922,-1.16666666666667,-0.38725,-0.124733333333333,-0.103733333333333,-0.136733333333333,-0.15652974,-1.16666666666667,-0.38725
1914,rcp60,0.0552666666666667,-0.0737333333333333,0.178266666666667,0.0702666666666667,0.04,0.0432666666666667,0.332319431,0.055606719,-0.019149375,0.3514688,0.60706999,0.60611305,2.1052628e-05,0.00093589,-0.10302513,-0.152576065,-1.2,-0.289583333333333,0.0552666666666667,0.0702666666666667,0.0432666666666667,0.055606719,-1.2,-0.289583333333333
1915,rcp60,0.152266666666667,0.0102666666666667,0.286266666666667,0.141266666666667,0.039,0.0932666666666667,0.38539931,0.15944734,0.0196175,0.36578181,0.61585979,0.61486402,2.2160661e-05,0.00097361,-0.104047,-0.146030986,-0.0166666666666667,0.0941666666666667,0.152266666666667,0.141266666666667,0.0932666666666667,0.15944734,-0.0166666666666667,0.0941666666666667
1916,rcp60,-0.0847333333333333,-0.218733333333333,0.0452666666666667,-0.0947333333333333,0.039,-0.126733333333333,0.4319167,0.18754943,0.0578375,0.3740792,0.62514299,0.62412861,2.3327011e-05,0.000991055,-0.10695925,-0.144104531,0.958333333333333,-0.0755833333333333,-0.0847333333333333,-0.0947333333333333,-0.126733333333333,0.18754943,0.958333333333333,-0.0755833333333333
1917,rcp60,-0.163733333333333,-0.304733333333333,-0.0277333333333333,-0.189733333333333,0.039,-0.196733333333333,0.45896284,0.19611714,0.0783825,0.38058034,0.63495643,0.63390582,2.4554749e-05,0.001026055,-0.10929186,-0.145084229,3.275,-0.278666666666667,-0.163733333333333,-0.189733333333333,-0.196733333333333,0.19611714,3.275,-0.278666666666667
1918,rcp60,-0.0317333333333333,-0.179733333333333,0.114266666666667,-0.0607333333333333,0.039,-0.0467333333333333,0.46060663,0.20194318,0.071505,0.38910164,0.64454833,0.64343634,2.5847104e-05,0.001086145,-0.11106971,-0.14437698,0.0916666666666667,-0.259666666666667,-0.0317333333333333,-0.0607333333333333,-0.0467333333333333,0.20194318,0.0916666666666667,-0.259666666666667
1919,rcp60,0.0282666666666667,-0.111733333333333,0.169266666666667,0.0042666666666667,0.037,-0.0167333333333333,0.44587936,0.1947463,0.0426475,0.40323186,0.65373296,0.65255192,2.7207478e-05,0.00115384,-0.11051029,-0.139990812,-1.80833333333333,-0.1855,0.0282666666666667,0.0042666666666667,-0.0167333333333333,0.1947463,-1.80833333333333,-0.1855
1920,rcp60,0.0572666666666667,-0.0797333333333333,0.190266666666667,0.0432666666666667,0.037,-0.0567333333333333,0.42782497,0.11078276,0.013803125,0.41402184,0.6632174,0.66196722,2.8639451e-05,0.001221535,-0.1097669,-0.13942865,0.116666666666667,-0.3345,0.0572666666666667,0.0432666666666667,-0.0567333333333333,0.11078276,0.116666666666667,-0.3345
1921,rcp60,0.116266666666667,-0.00973333333333332,0.234266666666667,0.100266666666667,0.037,-0.00673333333333331,0.418204746,0.095703594,-0.00765625,0.425861,0.67352664,0.67220714,3.014679e-05,0.00128936,-0.10571212,-0.141953528,1.05,-0.2195,0.116266666666667,0.100266666666667,-0.00673333333333331,0.095703594,1.05,-0.2195
1922,rcp60,0.00126666666666669,-0.121733333333333,0.119266666666667,0.0142666666666667,0.037,-0.0667333333333333,0.41813607,0.18103797,-0.02118375,0.43931982,0.68386156,0.68247251,3.1733463e-05,0.001357315,-0.10305381,-0.141487939,0.616666666666667,-0.319416666666667,0.00126666666666669,0.0142666666666667,-0.0667333333333333,0.18103797,0.616666666666667,-0.319416666666667
1923,rcp60,0.0312666666666667,-0.0877333333333333,0.141266666666667,0.0352666666666667,0.036,-0.0267333333333333,0.41655561,0.20228589,-0.022185625,0.43874124,0.69378319,0.69232197,3.6655576e-05,0.00142456,-0.11007811,-0.144963849,-0.566666666666667,-0.32325,0.0312666666666667,0.0352666666666667,-0.0267333333333333,0.20228589,-0.566666666666667,-0.32325
1924,rcp60,0.0102666666666667,-0.110733333333333,0.126266666666667,0.0462666666666667,0.035,-0.0667333333333333,0.43234256,0.18926297,-0.009104375,0.44144694,0.70457035,0.70303302,4.5520957e-05,0.00149181,-0.1144135,-0.148709908,0.591666666666667,-0.151666666666667,0.0102666666666667,0.0462666666666667,-0.0667333333333333,0.18926297,0.591666666666667,-0.151666666666667
1925,rcp60,0.0902666666666667,-0.0317333333333333,0.204266666666667,0.0782666666666667,0.034,0.00326666666666664,0.46763755,0.18926297,0.01456,0.45307756,0.71621844,0.71460345,5.528522e-05,0.001559705,-0.11438889,-0.148751991,-0.358333333333333,-0.158416666666667,0.0902666666666667,0.0782666666666667,0.00326666666666664,0.18926297,-0.358333333333333,-0.158416666666667
1926,rcp60,0.197266666666667,0.0772666666666667,0.311266666666667,0.218266666666667,0.034,0.113266666666667,0.50410005,0.19714526,0.04036375,0.4637363,0.72749791,0.7257989,6.5563388e-05,0.00163345,-0.11533456,-0.148427051,-0.825,0.0866666666666667,0.197266666666667,0.218266666666667,0.113266666666667,0.19714526,-0.825,0.0866666666666667
1927,rcp60,0.0932666666666667,-0.0227333333333333,0.205266666666667,0.109266666666667,0.033,-0.00673333333333331,0.52616211,0.19508901,0.0554925,0.47066961,0.73876339,0.73697396,7.6382509e-05,0.00171305,-0.11660302,-0.151490766,0.391666666666667,0.111083333333333,0.0932666666666667,0.109266666666667,-0.00673333333333331,0.19508901,0.391666666666667,0.111083333333333
1928,rcp60,0.0952666666666667,-0.0207333333333333,0.205266666666667,0.132266666666667,0.031,-0.00673333333333331,0.52888966,0.14573901,0.051016875,0.47787279,0.7507157,0.74883527,8.7771063e-05,0.001792655,-0.11856454,-0.154278373,0.775,-0.00458333333333333,0.0952666666666667,0.132266666666667,-0.00673333333333331,0.14573901,0.775,-0.00458333333333333
1929,rcp60,-0.0467333333333333,-0.162733333333333,0.0642666666666667,-0.0437333333333333,0.031,-0.156733333333333,0.527966588,0.096046302,0.0412825,0.48668409,0.76252431,0.7605523,9.9759016e-05,0.00187226,-0.1215376,-0.154302631,0.891666666666667,-0.110166666666667,-0.0467333333333333,-0.0437333333333333,-0.156733333333333,0.096046302,0.891666666666667,-0.110166666666667
1930,rcp60,0.167266666666667,0.0502666666666667,0.277266666666667,0.176266666666667,0.031,0.0632666666666667,0.53076951,0.12174943,0.032589375,0.49818014,0.77375425,0.77168936,0.00011237791,0.001952515,-0.12319811,-0.152376,0.0416666666666667,0.01225,0.167266666666667,0.176266666666667,0.0632666666666667,0.12174943,0.0416666666666667,0.01225
1931,rcp60,0.220266666666667,0.104266666666667,0.331266666666667,0.234266666666667,0.03,0.113266666666667,0.53210407,0.14642443,0.016454375,0.51564969,0.78532252,0.78315805,0.00013169941,0.00203277,-0.12149143,-0.148181395,0.366666666666667,0.179916666666667,0.220266666666667,0.234266666666667,0.113266666666667,0.14642443,0.366666666666667,0.179916666666667
1932,rcp60,0.169266666666667,0.0552666666666667,0.276266666666667,0.188266666666667,0.03,0.0332666666666667,0.53025506,0.11489526,-0.00354375,0.53379881,0.79695636,0.79469097,0.0001522451,0.0021131512,-0.11922538,-0.143932179,-1,0.230083333333333,0.169266666666667,0.188266666666667,0.0332666666666667,0.11489526,-1,0.230083333333333
1933,rcp60,0.0342666666666667,-0.0777333333333333,0.141266666666667,0.0282666666666667,0.028,-0.0867333333333333,0.53304044,0.12380568,-0.013908125,0.54694856,0.80778462,0.8054203,0.00016805898,0.0021962558,-0.11907929,-0.141756766,0.0833333333333333,0.19425,0.0342666666666667,0.0282666666666667,-0.0867333333333333,0.12380568,0.0833333333333333,0.19425
1934,rcp60,0.177266666666667,0.0662666666666667,0.282266666666667,0.166266666666667,0.028,0.0632666666666667,0.55487467,0.16218901,6.5625015e-05,0.55480904,0.81806099,0.8155774,0.00018474279,0.0022988452,-0.1209596,-0.142292353,-0.108333333333333,-0.00625,0.177266666666667,0.166266666666667,0.0632666666666667,0.16218901,-0.108333333333333,-0.00625
1935,rcp60,0.130266666666667,0.0212666666666667,0.235266666666667,0.133266666666667,0.027,0.00326666666666664,0.60391109,0.16938589,0.0409325,0.56297859,0.82822019,0.82559745,0.00020234558,0.0024203945,-0.12268848,-0.142553108,0.266666666666667,0.01925,0.130266666666667,0.133266666666667,0.00326666666666664,0.16938589,0.266666666666667,0.01925
1936,rcp60,0.162266666666667,0.0592666666666667,0.262266666666667,0.174266666666667,0.026,0.0532666666666667,0.65085595,0.18069526,0.081598125,0.56925783,0.83750402,0.83473899,0.00022091927,0.002544114,-0.12391449,-0.144331704,-0.291666666666667,0.151583333333333,0.162266666666667,0.174266666666667,0.0532666666666667,0.18069526,-0.291666666666667,0.151583333333333
1937,rcp60,0.279266666666667,0.178266666666667,0.377266666666667,0.321266666666667,0.026,0.183266666666667,0.66572568,0.17932443,0.09006375,0.57566193,0.84496815,0.84205751,0.00024051882,0.0026701208,-0.12434526,-0.144960957,0.0333333333333333,0.294833333333333,0.279266666666667,0.321266666666667,0.183266666666667,0.17932443,0.0333333333333333,0.294833333333333
1938,rcp60,0.300266666666667,0.194266666666667,0.402266666666667,0.314266666666667,0.026,0.173266666666667,0.67038886,0.16321714,0.0808325,0.58955637,0.85105148,0.84798863,0.00026120244,0.0028016531,-0.11957922,-0.141915893,1.34166666666667,0.242083333333333,0.300266666666667,0.314266666666667,0.173266666666667,0.16321714,1.34166666666667,0.242083333333333
1939,rcp60,0.256266666666667,0.147266666666667,0.360266666666667,0.291266666666667,0.026,0.173266666666667,0.67360961,0.16390255,0.073845625,0.59976398,0.85627489,0.85304972,0.00028303174,0.0029421436,-0.11641002,-0.14010089,-0.00833333333333332,0.109916666666667,0.256266666666667,0.291266666666667,0.173266666666667,0.16390255,-0.00833333333333332,0.109916666666667
1940,rcp60,0.323266666666667,0.201266666666667,0.443266666666667,0.376266666666667,0.027,0.283266666666667,0.66460418,0.18377964,0.064194375,0.60040981,0.86076046,0.85736141,0.00030607199,0.0030929779,-0.11984021,-0.140510446,-2.25,-0.029,0.323266666666667,0.376266666666667,0.283266666666667,0.18377964,-2.25,-0.029
1941,rcp60,0.324266666666667,0.207266666666667,0.436266666666667,0.364266666666667,0.028,0.323266666666667,0.64762015,0.19303276,0.050019375,0.59760078,0.86416773,0.86057622,0.0003303923,0.0032611237,-0.12276253,-0.143804425,-2.30833333333333,0.1745,0.324266666666667,0.364266666666667,0.323266666666667,0.19303276,-2.30833333333333,0.1745
1942,rcp60,0.280266666666667,0.159266666666667,0.399266666666667,0.314266666666667,0.031,0.293266666666667,0.62493671,0.17144214,0.030625,0.59431171,0.86626107,0.86245506,0.00035606592,0.0034499437,-0.12411134,-0.147838013,-0.025,0.18375,0.280266666666667,0.314266666666667,0.293266666666667,0.17144214,-0.025,0.18375
1943,rcp60,0.304266666666667,0.179266666666667,0.425266666666667,0.346266666666667,0.032,0.333266666666667,0.60660898,0.16630151,0.013610625,0.59299835,0.86781535,0.86377693,0.00038294328,0.0036554699,-0.12587675,-0.148940257,0.591666666666667,0.0330833333333333,0.304266666666667,0.346266666666667,0.333266666666667,0.16630151,0.591666666666667,0.0330833333333333
1944,rcp60,0.455266666666667,0.331266666666667,0.573266666666667,0.451266666666667,0.032,0.463266666666667,0.61223493,0.18926297,0.021004375,0.59123056,0.87001459,0.86572583,0.00041089084,0.0038778682,-0.12928125,-0.149502778,-0.433333333333333,0.348916666666667,0.455266666666667,0.451266666666667,0.463266666666667,0.18926297,-0.433333333333333,0.348916666666667
1945,rcp60,0.333266666666667,0.206266666666667,0.457266666666667,0.322266666666667,0.031,0.323266666666667,0.64023794,0.19988693,0.049966875,0.59027107,0.87329676,0.86873289,0.00044001216,0.0041238577,-0.13513816,-0.147887541,0.7,0.2195,0.333266666666667,0.322266666666667,0.323266666666667,0.19988693,0.7,0.2195
1946,rcp60,0.233266666666667,0.119266666666667,0.340266666666667,0.236266666666667,0.029,0.163266666666667,0.66726398,0.2070838,0.080705625,0.58655836,0.8776065,0.87271364,0.00047040931,0.0044224533,-0.13944985,-0.151598297,-1.20833333333333,0.0185,0.233266666666667,0.236266666666667,0.163266666666667,0.2070838,-1.20833333333333,0.0185
1947,rcp60,0.263266666666667,0.147266666666667,0.374266666666667,0.305266666666667,0.034,0.163266666666667,0.69061092,0.1988588,0.11165437,0.57895654,0.88312215,0.87778469,0.00050218923,0.004835267,-0.1436876,-0.16047801,0.258333333333333,-0.086,0.263266666666667,0.305266666666667,0.163266666666667,0.1988588,0.258333333333333,-0.086
1948,rcp60,0.266266666666667,0.153266666666667,0.375266666666667,0.233266666666667,0.034,0.113266666666667,0.70206277,0.19680255,0.12945625,0.57260652,0.88977366,0.88382644,0.00053546403,0.0054117535,-0.15143853,-0.165728601,-0.45,0.0113333333333333,0.266266666666667,0.233266666666667,0.113266666666667,0.19680255,-0.45,0.0113333333333333
1949,rcp60,0.232266666666667,0.125266666666667,0.331266666666667,0.185266666666667,0.03,0.113266666666667,0.68925784,0.18926297,0.11637937,0.57287846,0.89752266,0.89083653,0.00057035133,0.006115782,-0.15690128,-0.167742917,-0.291666666666667,0.0903333333333333,0.232266666666667,0.185266666666667,0.113266666666667,0.18926297,-0.291666666666667,0.0903333333333333
1950,rcp60,0.131266666666667,0.0262666666666667,0.230266666666667,0.100266666666667,0.029,0.0332666666666667,0.65477495,0.18686401,0.0807275,0.57404745,0.90684095,0.89927634,0.00060697463,0.006957635,-0.1612557,-0.1715378,2.35833333333333,-0.00991666666666667,0.131266666666667,0.100266666666667,0.0332666666666667,0.18686401,2.35833333333333,-0.00991666666666667
1951,rcp60,0.251266666666667,0.148266666666667,0.352266666666667,0.272266666666667,0.027,0.133266666666667,0.61071719,0.1906338,0.049030625,0.56168656,0.9180815,0.90957087,0.00064806373,0.00786257,-0.1590474,-0.197347545,-1,0.201333333333333,0.251266666666667,0.272266666666667,0.133266666666667,0.1906338,-1,0.201333333333333
1952,rcp60,0.333266666666667,0.234266666666667,0.434266666666667,0.347266666666667,0.027,0.213266666666667,0.58184491,0.18446505,0.031810625,0.55003428,0.93054444,0.92113547,0.00069375509,0.00871521,-0.15581274,-0.224697398,-0.491666666666667,0.292583333333333,0.333266666666667,0.347266666666667,0.213266666666667,0.18446505,-0.491666666666667,0.292583333333333
1953,rcp60,0.400266666666667,0.300266666666667,0.501266666666667,0.409266666666667,0.026,0.283266666666667,0.57054912,0.17555464,0.02046625,0.55008287,0.94386752,0.93353371,0.00074159231,0.00959221,-0.16243106,-0.231353577,-1.21666666666667,0.262166666666667,0.400266666666667,0.409266666666667,0.283266666666667,0.17555464,-1.21666666666667,0.262166666666667
1954,rcp60,0.171266666666667,0.0722666666666667,0.270266666666667,0.208266666666667,0.026,0.0832666666666667,0.57410981,0.18069526,0.022115625,0.55199419,0.95859195,0.94722074,0.00079172659,0.010579485,-0.16998176,-0.236616005,0.375,0.04075,0.171266666666667,0.208266666666667,0.0832666666666667,0.18069526,0.375,0.04075
1955,rcp60,0.113266666666667,0.0172666666666667,0.210266666666667,0.139266666666667,0.025,0.0632666666666667,0.61240496,0.2029713,0.057264375,0.55514058,0.97483248,0.96227255,0.00084431727,0.011715605,-0.17495569,-0.24473621,1.48333333333333,0.190166666666667,0.113266666666667,0.139266666666667,0.0632666666666667,0.2029713,1.48333333333333,0.190166666666667
1956,rcp60,0.0382666666666667,-0.0527333333333333,0.131266666666667,0.0832666666666667,0.024,0.00326666666666664,0.68378976,0.2153088,0.12487125,0.55891851,0.99194793,0.97802475,0.00089953235,0.013023645,-0.17987025,-0.253159168,1.575,-0.0216666666666667,0.0382666666666667,0.0832666666666667,0.00326666666666664,0.2153088,1.575,-0.0216666666666667
